2020-04-05 15:03:46.646 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-05 21:50:45.884 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2020-04-05 21:50:45.885 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:50:45.962 [main] INFO  c.u.j.filter.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2020-04-05 21:50:46.150 [main] INFO  c.u.j.resolver.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2020-04-05 21:50:46.152 [main] INFO  c.u.j.detector.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2020-04-05 21:50:46.267 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator' of type [org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:50:46.447 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redis-com.spring.redis.config.redis.RedisProperties' of type [com.spring.redis.config.redis.RedisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:50:46.452 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.spring.redis.config.redis.RedisConfig$$EnhancerBySpringCGLIB$$491e4fb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:50:46.599 [main] INFO  com.spring.redis.config.redis.RedisConfig - redis nodes : 192.168.112.131:8001,192.168.112.131:8002,192.168.112.131:8003,192.168.112.131:8004,192.168.112.131:8005,192.168.112.131:8006
2020-04-05 21:50:46.782 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2020-04-05 21:50:47.956 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-04-05 21:50:48.752 [main] INFO  com.spring.redis.RedisTest - Started RedisTest in 4.68 seconds (JVM running for 6.884)
2020-04-05 21:50:52.462 [main] INFO  com.spring.redis.RedisTest - [[{"id":28,"userName":"王五"},{"id":24,"userName":"张三"}]]
2020-04-05 21:50:52.514 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-05 21:50:52.517 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService
2020-04-05 21:53:43.819 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-05 21:53:43.832 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.spring.redis.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-05 21:53:43.833 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.spring.redis.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-05 21:53:44.000 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.spring.redis.SpringRedisApplication for test class com.spring.redis.RedisTest
2020-04-05 21:53:44.147 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-05 21:53:44.173 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5df417a7, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7c041b41, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7f69d591, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@61078690, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1cb3ec38, org.springframework.test.context.transaction.TransactionalTestExecutionListener@403132fc, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@71c5b236, org.springframework.test.context.event.EventPublishingTestExecutionListener@2cab9998, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@2f7a7219, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@669513d8, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@3a1d593e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4a8a60bc, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@361c294e]
2020-04-05 21:53:44.718 [main] INFO  com.spring.redis.RedisTest - Starting RedisTest on DESKTOP-HMQUVHD with PID 6740 (started by 13216 in E:\chrome_dowload\redis)
2020-04-05 21:53:44.719 [main] INFO  com.spring.redis.RedisTest - No active profile set, falling back to default profiles: default
2020-04-05 21:53:45.545 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-04-05 21:53:45.549 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-04-05 21:53:45.595 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 22ms. Found 0 Redis repository interfaces.
2020-04-05 21:53:45.996 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
2020-04-05 21:53:46.076 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2020-04-05 21:53:46.077 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Inlined Test Properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:53:46.077 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:53:46.077 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:53:46.078 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2020-04-05 21:53:46.078 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:53:46.150 [main] INFO  c.u.j.filter.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2020-04-05 21:53:46.345 [main] INFO  c.u.j.resolver.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2020-04-05 21:53:46.348 [main] INFO  c.u.j.detector.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2020-04-05 21:53:46.450 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator' of type [org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:53:46.600 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redis-com.spring.redis.config.redis.RedisProperties' of type [com.spring.redis.config.redis.RedisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:53:46.606 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.spring.redis.config.redis.RedisConfig$$EnhancerBySpringCGLIB$$65848bc8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:53:46.744 [main] INFO  com.spring.redis.config.redis.RedisConfig - redis nodes : 192.168.112.131:8001,192.168.112.131:8002,192.168.112.131:8003,192.168.112.131:8004,192.168.112.131:8005,192.168.112.131:8006
2020-04-05 21:53:46.928 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2020-04-05 21:53:48.051 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-04-05 21:53:48.875 [main] INFO  com.spring.redis.RedisTest - Started RedisTest in 4.632 seconds (JVM running for 6.801)
2020-04-05 21:53:49.402 [main] INFO  com.spring.redis.service.RedisService - 到数据库中查询数据......
2020-04-05 21:53:49.434 [main] INFO  com.spring.redis.RedisTest - {10:{"id":24,"userName":"张三"}}
2020-04-05 21:53:49.469 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-05 21:53:49.474 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService
2020-04-05 21:54:16.419 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-05 21:54:16.426 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.spring.redis.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-05 21:54:16.427 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.spring.redis.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-05 21:54:16.574 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.spring.redis.SpringRedisApplication for test class com.spring.redis.RedisTest
2020-04-05 21:54:16.712 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-05 21:54:16.731 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2235eaab, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@17503f6b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@3bcd05cb, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3b6d844d, org.springframework.test.context.support.DirtiesContextTestExecutionListener@36804139, org.springframework.test.context.transaction.TransactionalTestExecutionListener@20bd8be5, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@730d2164, org.springframework.test.context.event.EventPublishingTestExecutionListener@24959ca4, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@10289886, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5c86dbc5, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@461ad730, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4ee203eb, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1a5a4e19]
2020-04-05 21:54:17.351 [main] INFO  com.spring.redis.RedisTest - Starting RedisTest on DESKTOP-HMQUVHD with PID 7260 (started by 13216 in E:\chrome_dowload\redis)
2020-04-05 21:54:17.352 [main] INFO  com.spring.redis.RedisTest - No active profile set, falling back to default profiles: default
2020-04-05 21:54:18.329 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-04-05 21:54:18.336 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-04-05 21:54:18.386 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23ms. Found 0 Redis repository interfaces.
2020-04-05 21:54:18.664 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
2020-04-05 21:54:18.728 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2020-04-05 21:54:18.729 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Inlined Test Properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:54:18.729 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:54:18.729 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:54:18.729 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2020-04-05 21:54:18.729 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:54:18.789 [main] INFO  c.u.j.filter.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2020-04-05 21:54:18.899 [main] INFO  c.u.j.resolver.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2020-04-05 21:54:18.902 [main] INFO  c.u.j.detector.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2020-04-05 21:54:19.045 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator' of type [org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:54:19.188 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redis-com.spring.redis.config.redis.RedisProperties' of type [com.spring.redis.config.redis.RedisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:54:19.194 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.spring.redis.config.redis.RedisConfig$$EnhancerBySpringCGLIB$$d6fc0e59] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:54:19.328 [main] INFO  com.spring.redis.config.redis.RedisConfig - redis nodes : 192.168.112.131:8001,192.168.112.131:8002,192.168.112.131:8003,192.168.112.131:8004,192.168.112.131:8005,192.168.112.131:8006
2020-04-05 21:54:19.477 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2020-04-05 21:54:20.464 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-04-05 21:54:21.110 [main] INFO  com.spring.redis.RedisTest - Started RedisTest in 4.309 seconds (JVM running for 5.951)
2020-04-05 21:54:21.546 [main] INFO  com.spring.redis.RedisTest - {10:{"id":24,"userName":"张三"}}
2020-04-05 21:54:21.607 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-05 21:54:21.611 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService
2020-04-05 21:55:01.063 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-05 21:55:01.074 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.spring.redis.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-05 21:55:01.075 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.spring.redis.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-05 21:55:01.257 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.spring.redis.SpringRedisApplication for test class com.spring.redis.RedisTest
2020-04-05 21:55:01.424 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-04-05 21:55:01.451 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@9d157ff, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2f162cc0, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@5df417a7, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@7c041b41, org.springframework.test.context.support.DirtiesContextTestExecutionListener@7f69d591, org.springframework.test.context.transaction.TransactionalTestExecutionListener@61078690, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1cb3ec38, org.springframework.test.context.event.EventPublishingTestExecutionListener@403132fc, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@71c5b236, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2cab9998, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2f7a7219, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@669513d8, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3a1d593e]
2020-04-05 21:55:01.968 [main] INFO  com.spring.redis.RedisTest - Starting RedisTest on DESKTOP-HMQUVHD with PID 10220 (started by 13216 in E:\chrome_dowload\redis)
2020-04-05 21:55:01.969 [main] INFO  com.spring.redis.RedisTest - No active profile set, falling back to default profiles: default
2020-04-05 21:55:02.695 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-04-05 21:55:02.699 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-04-05 21:55:02.744 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23ms. Found 0 Redis repository interfaces.
2020-04-05 21:55:03.133 [main] INFO  c.u.j.c.EnableEncryptablePropertiesBeanFactoryPostProcessor - Post-processing PropertySource instances
2020-04-05 21:55:03.207 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy
2020-04-05 21:55:03.207 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource Inlined Test Properties [org.springframework.core.env.MapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:55:03.207 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:55:03.207 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:55:03.208 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper
2020-04-05 21:55:03.208 [main] INFO  c.u.j.EncryptablePropertySourceConverter - Converting PropertySource applicationConfig: [classpath:/application.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper
2020-04-05 21:55:03.273 [main] INFO  c.u.j.filter.DefaultLazyPropertyFilter - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter
2020-04-05 21:55:03.447 [main] INFO  c.u.j.resolver.DefaultLazyPropertyResolver - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver
2020-04-05 21:55:03.449 [main] INFO  c.u.j.detector.DefaultLazyPropertyDetector - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector
2020-04-05 21:55:03.568 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator' of type [org.hibernate.validator.internal.constraintvalidators.bv.NotNullValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:55:03.715 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redis-com.spring.redis.config.redis.RedisProperties' of type [com.spring.redis.config.redis.RedisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:55:03.722 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.spring.redis.config.redis.RedisConfig$$EnhancerBySpringCGLIB$$c65117fb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-04-05 21:55:03.865 [main] INFO  com.spring.redis.config.redis.RedisConfig - redis nodes : 192.168.112.131:8001,192.168.112.131:8002,192.168.112.131:8003,192.168.112.131:8004,192.168.112.131:8005,192.168.112.131:8006
2020-04-05 21:55:04.059 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2020-04-05 21:55:05.172 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-04-05 21:55:05.919 [main] INFO  com.spring.redis.RedisTest - Started RedisTest in 4.399 seconds (JVM running for 6.566)
2020-04-05 21:55:06.421 [main] INFO  com.spring.redis.service.RedisService - 到数据库中查询数据......
2020-04-05 21:55:06.453 [main] INFO  com.spring.redis.RedisTest - [{"id":24,"userName":"张三"}]
2020-04-05 21:55:06.483 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-04-05 21:55:06.525 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService
2020-04-05 21:55:19.402 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.spring.redis.RedisTest], using SpringBootContextLoader
2020-04-05 21:55:19.408 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.spring.redis.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-04-05 21:55:19.409 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.spring.redis.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-04-05 21:55:19.544 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.spring.redis.SpringRedisApplication for test class com.spring.redis.RedisTest
